date,variant,pack.size,brand,supermarket,ilr_1,ilr_2
2021-02-20,flavoured,0 - 350 GR,brand-15,supermarket-C,0.49020604650972344,1.414925198924549
2021-02-20,flavoured,0 - 350 GR,other,supermarket-D,0.8406580562839557,1.9565257004231131
2021-02-27,flavoured,0 - 350 GR,brand-35,supermarket-A,-0.13123819991104355,1.0473820033502028
2021-02-27,flavoured,0 - 350 GR,brand-35,supermarket-D,-0.02316334573141218,1.1702510734783649
2021-02-27,flavoured,0 - 350 GR,brand-35,supermarket-C,0.045571191107912336,1.1994842344838106
2021-02-27,flavoured,0 - 350 GR,brand-14,supermarket-A,-0.20153190301101004,1.7347484787583491
2021-02-27,flavoured,0 - 350 GR,brand-14,supermarket-B,0.2540871597066309,1.382977406834313
2021-02-27,flavoured,0 - 350 GR,brand-14,supermarket-D,0.46538473627646504,1.504970119546023
2021-02-27,flavoured,0 - 350 GR,brand-14,supermarket-C,0.28670712747781935,1.4061302156432087
2021-02-27,flavoured,0 - 350 GR,other,supermarket-A,0.28285234422555033,1.2952094830933147
2021-02-27,flavoured,0 - 350 GR,other,supermarket-D,0.4309222183982359,1.3806976648057896
2021-02-27,flavoured,0 - 350 GR,other,supermarket-B,0.702335064121133,1.5373979443454264
2021-02-27,flavoured,0 - 350 GR,other,supermarket-A,0.28520615730865234,1.2965684577104666
2021-02-27,flavoured,0 - 350 GR,other,supermarket-D,0.4869439006675038,1.413041798144407
2021-02-27,flavoured,0 - 350 GR,other,supermarket-A,0.5097116346039506,1.574866253943024
2021-02-27,flavoured,0 - 350 GR,other,supermarket-D,-0.0023843750213985815,1.3333958368132044
2021-02-27,flavoured,0 - 350 GR,other,supermarket-D,0.6192786810251046,1.3969128351328155
2021-02-27,flavoured,0 - 350 GR,other,supermarket-A,0.4346215750269744,1.565029436055343
2021-02-27,flavoured,0 - 350 GR,other,supermarket-B,-0.5646302068252339,0.9881111508147571
2021-02-27,flavoured,0 - 350 GR,other,supermarket-D,0.4722266780238034,1.2975606774296131
2021-02-27,flavoured,0 - 350 GR,other,supermarket-D,0.72575539428627,1.8191421257742981
2021-02-27,flavoured,0 - 350 GR,other,supermarket-C,0.4898942435543814,1.4147451794043475
2021-02-27,flavoured,0 - 350 GR,other,supermarket-A,1.3221905574665978e-16,1.5489919812689816
2021-02-27,flavoured,0 - 350 GR,other,supermarket-C,0.6431398253190733,1.5365525762407517
2021-02-27,flavoured,0 - 350 GR,other,supermarket-D,0.45024846956589626,1.3918556811198646
2021-02-27,flavoured,0 - 350 GR,other,supermarket-A,0.2882065865286749,1.2507243920707127
2021-02-27,flavoured,0 - 350 GR,other,supermarket-B,0.4243066860095124,1.3293018211427092
2021-02-27,flavoured,0 - 350 GR,other,supermarket-D,0.34621593382354743,1.2842161043469233
2021-02-27,flavoured,0 - 350 GR,other,supermarket-C,0.2873966164539504,1.250256755630035
2021-02-27,flavoured,0 - 350 GR,other,supermarket-C,0.5412675019571248,1.5487810547386045
2021-02-27,flavoured,0 - 350 GR,other,supermarket-B,0.5521462823965253,1.261984480808534
2021-02-27,flavoured,0 - 350 GR,other,supermarket-B,0.7528641821294733,1.303590868384637
